director_name,genres,actor_1_name,movie_title,imdb_score,title_year
Dean Parisot,Comedy|Drama|Romance,Catherine O'Hara,Home Fries,6.5,1998
Dean Parisot,Adventure|Comedy|Sci-Fi,Alan Rickman,Galaxy Quest,7.3,1999
Dean Parisot,Action|Comedy|Crime|Thriller,Bruce Willis,RED 2,7.9,2013
Dean Parisot,Comedy|Crime,John Michael Higgins,Fun with Dick and Jane,8.4,2005
Dean Wright,Drama|History|War,Santiago Cabrera,For Greater Glory: The True Story of Cristiada,6.3,2012
Deb Hagan,Comedy,Drake Bell,College,5.9,2008
Deborah Anderson,Documentary,Lisa Ann,Aroused,3.5,2013
Debra Granik,Drama,Jennifer Lawrence,Winter's Bone,5.4,2010
Deepa Mehta,Drama|Romance,John Abraham,Water,5.6,2005
Deepa Mehta,Drama|Romance|War,Nandita Das,Earth,7.4,1998
Demian Lichtenstein,Action|Comedy|Crime|Thriller,Jon Lovitz,3000 Miles to Graceland,7.6,2001
Dena Seidel,Adventure|Documentary,Naderev Sano,Antarctic Edge: 70 South,3.5,2015
Denis Villeneuve,Drama|Mystery|War,Lubna Azabal,Incendies,6,2010
Denis Villeneuve,Action|Crime|Drama|Mystery|Thriller,Edgar Arreola,Sicario,7,2015
Denis Villeneuve,Crime|Drama|Mystery|Thriller,Hugh Jackman,Prisoners,7.3,2013
Dennie Gordon,Action|Adventure|Comedy|Romance,Leehom Wang,My Lucky Star,6.1,2013
Dennie Gordon,Adventure|Comedy|Drama,Brittany Daniel,Joe Dirt,6.6,2001
Dennie Gordon,Comedy|Drama|Family|Romance,Colin Firth,What a Girl Wants,6.9,2003
Dennie Gordon,Comedy|Crime|Family|Romance,Mary-Kate Olsen,New York Minute,7.2,2004
Dennis Dugan,Comedy|Sport,Adam Sandler,Happy Gilmore,6.3,1996
Dennis Dugan,Comedy|Crime|Romance,Amanda Detmer,Saving Silverman,6.8,2001
Dennis Dugan,Comedy|Drama,Steve Buscemi,Big Daddy,7.1,1999
Dennis Dugan,Comedy|Romance|Sport,Jon Lovitz,The Benchwarmers,7.2,2006
Dennis Dugan,Comedy,Al Pacino,Jack and Jill,7.8,2011
Dennis Dugan,Comedy,Steve Buscemi,Grown Ups,7.8,2010
Dennis Dugan,Comedy|Romance,Adam Sandler,Just Go with It,7.8,2011
Dennis Dugan,Comedy,Steve Buscemi,Grown Ups 2,7.9,2013
Dennis Dugan,Action|Comedy,Adam Sandler,You Don't Mess with the Zohan,8,2008
Dennis Gansel,Drama|Thriller,Max Riemelt,The Wave,6.1,2008
Dennis Hopper,Drama,Raymond Burr,Out of the Blue,5.8,1980
Dennis Iliadis,Crime|Horror|Thriller,Tony Goldwyn,The Last House on the Left,3.3,2009
Dennis Iliadis,Crime|Horror|Thriller,Tony Goldwyn,The Last House on the Left,6.5,2009
Denys Arcand,Comedy|Crime|Drama|Mystery|Romance,Marie-Jose Croze,The Barbarian Invasions,5.8,2003
Denzel Washington,Biography|Drama,Denzel Washington,Antwone Fisher,6.4,2002
Denzel Washington,Biography|Drama,Denzel Washington,The Great Debaters,6.5,2007
Deon Taylor,Horror|Thriller,Matt Cohen,Chain Letter,5.5,2009
Derek Cianfrance,Drama|Romance,Ryan Gosling,Blue Valentine,5,2010
Derek Cianfrance,Crime|Drama|Thriller,Ryan Gosling,The Place Beyond the Pines,6.5,2012
Derick Martini,Drama|Horror|Mystery|Thriller,Kevin Zegers,The Curse of Downers Grove,5.3,2015
Derrick Borte,Comedy|Drama,Demi Moore,The Joneses,6.2,2009
Deryck Broom,Animation,Vic Mignogna,The Lion of Judah,5.1,2011
Des McAnuff,Adventure|Animation|Comedy|Family|Fantasy,Robert De Niro,The Adventures of Rocky & Bullwinkle,7.8,2000
Dewey Nicks,Comedy|Romance,Jaime King,Slackers,6.3,2002
Dexter Fletcher,Biography|Comedy|Drama|Sport,Hugh Jackman,Eddie the Eagle,6.8,2016
Dexter Fletcher,Biography|Comedy|Drama|Sport,Hugh Jackman,Eddie the Eagle,6.9,2016
Diane English,Comedy|Drama,Jada Pinkett Smith,The Women,6.6,2008
Diane Keaton,Comedy|Drama,Adam Arkin,Hanging Up,7.2,2000
Dick Richards,Adventure|Drama|Romance|War,Catherine Deneuve,March or Die,6,1977
Dinesh D'Souza,Documentary,Barack Obama,2016: Obama's America,5.5,2012
Dito Montiel,Crime|Drama|Thriller,Channing Tatum,The Son of No One,6.5,2011
DJ Pooh,Comedy,Angell Conwell,The Wash,5.7,2001
DJ Pooh,Comedy,Mo'Nique,3 Strikes,5.7,2000
Dominic Burns,Comedy|Sci-Fi,Julian Glover,Alien Uprising,5.4,2012
Dominic Sena,Action|Crime|Mystery|Thriller,Tom Skerritt,Whiteout,7.1,2009
Dominic Sena,Action|Crime|Thriller,Hugh Jackman,Swordfish,7.8,2001
Dominic Sena,Action|Crime|Thriller,Nicolas Cage,Gone in Sixty Seconds,8.1,2000
Dominique Othenin-Girard,Horror|Thriller,Donald Pleasence,Halloween 5,5.9,1989
Don Bluth,Adventure|Animation|Family,Judith Barsi,The Land Before Time,6.4,1988
Don Bluth,Adventure|Animation|Drama|Family|Fantasy|Musical|Mystery|Romance,Kirsten Dunst,Anastasia,7.5,1997
Don Bluth,Action|Adventure|Animation|Family|Sci-Fi,Matt Damon,Titan A.E.,7.8,2000
Don Coscarelli,Comedy|Fantasy|Mystery,Daniel Roebuck,Bubba Ho-Tep,4.9,2002
Don Coscarelli,Action|Fantasy|Horror|Sci-Fi|Thriller,Angus Scrimm,Phantasm II,5.6,1988
Don Coscarelli,Action|Adventure|Fantasy,Vanna Bonta,The Beastmaster,5.8,1982
Don Hall,Action|Adventure|Animation|Comedy|Drama|Family|Sci-Fi,Damon Wayans Jr.,Big Hero 6,8.7,2014
Don Kempf,Documentary|Sport,Bill Murray,Michael Jordan to the Max,6,2000
Don Mancini,Comedy|Fantasy|Horror|Thriller,Jason Flemyng,Seed of Chucky,7,2004
Don Michael Paul,Comedy|Sport,Jeffrey Jones,Who's Your Caddy?,6,2007
Don Michael Paul,Action|Crime|Thriller,Claudia Christian,Half Past Dead,6.9,2002
Don Scardino,Comedy,Steve Buscemi,The Incredible Burt Wonderstone,7.1,2013
Don Siegel,Biography|Crime|Drama,Clint Eastwood,Escape from Alcatraz,6.1,1979
Don Taylor,Action|Sci-Fi,Roddy McDowall,Escape from the Planet of the Apes,5.5,1971
Donald Petrie,Comedy|Drama|Romance,Julia Roberts,Mystic Pizza,5.9,1988
Donald Petrie,Comedy|Romance,Nia Vardalos,My Life in Ruins,6.6,2009
Donald Petrie,Comedy|Romance,Rip Torn,Welcome to Mooseport,6.9,2004
Donald Petrie,Comedy|Fantasy|Romance,Samaire Armstrong,Just My Luck,7,2006
Donald Petrie,Action|Comedy|Crime|Romance,Candice Bergen,Miss Congeniality,7.3,2000
Donald Petrie,Comedy|Family,Macaulay Culkin,Rihie Rih,7.3,1994
Donald Petrie,Comedy|Romance,Matthew McConaughey,How to Lose a Guy in 10 Days,7.4,2003
Donald Petrie,Comedy|Family|Sci-Fi,Steven Anthony Lawrence,My Favorite Martian,7.6,1999
Doug Atchison,Drama,Curtis Armstrong,Akeelah and the Bee,6.1,2006
Doug Block,Documentary,Carol Block,51 Birch Street,4.2,2005
Doug Lefler,Action|Adventure|Fantasy|War,Colin Firth,The Last Legion,7.7,2007
Doug Liman,Comedy|Drama,Jon Favreau,Swingers,3.9,1996
Doug Liman,Comedy|Crime,Sarah Polley,Go,6,1999
Doug Liman,Biography|Drama|Thriller,Naomi Watts,Fair Game,7.4,2010
Doug Liman,Action|Mystery|Thriller,Matt Damon,The Bourne Identity,7.6,2002
Doug Liman,Action|Adventure|Sci-Fi|Thriller,Kristen Stewart,Jumper,7.9,2008
Doug Liman,Action|Comedy|Crime|Romance|Thriller,Brad Pitt,Mr. & Mrs. Smith,8.1,2005
Doug Liman,Action|Adventure|Sci-Fi,Tom Cruise,Edge of Tomorrow,8.8,2014
Doug Walker,Documentary,Doug Walker,Star Wars: Episode VII - The Force Awakens,2012,
Douglas Aarniokoski,Horror|Thriller,Boris Kodjoe,Nurse 3D,6.2,2013
Douglas Aarniokoski,Action|Adventure|Fantasy|Sci-Fi,Christopher Lambert,Highlander: Endgame,6.5,2000
Douglas Cheek,Horror|Sci-Fi,Daniel Stern,C.H.U.D.,5.1,1984
Douglas McGrath,Drama|Romance,Charlie Hunnam,Nicholas Nickleby,6.2,2002
Douglas McGrath,Biography|Crime|Drama,Toby Jones,Infamous,6.4,2006
Douglas McGrath,Comedy|Romance,Olivia Munn,I Don't Know How She Does It,6.8,2011
Douglas Trumbull,Drama|Sci-Fi,Bruce Dern,Silent Running,5,1972
Drake Doremus,Drama|Romance,Jennifer Lawrence,Like Crazy,4,2011
Drew Barrymore,Drama|Sport,Daniel Stern,Whip It,6.5,2009
Drew Goddard,Fantasy|Horror|Mystery|Thriller,Chris Hemsworth,The Cabin in the Woods,7,2012
Dror Moreh,Documentary|War,Ami Ayalon,The Gatekeepers,5.2,2012
Duane Journey,Comedy|Horror,Molly C. Quinn,Hansel & Gretel Get Baked,5.7,2013
Duke Johnson,Animation|Comedy|Drama|Romance,Jennifer Jason Leigh,Anomalisa,6.1,2015
Duncan Jones,Drama|Mystery|Sci-Fi,Kevin Spacey,Moon,5.8,2009
Duncan Jones,Mystery|Sci-Fi|Thriller,Jake Gyllenhaal,Source Code,7.1,2011
Duncan Jones,Action|Adventure|Fantasy,Dominic Cooper,Warcraft,8.6,2016
Duncan Tucker,Adventure|Comedy|Drama,Kevin Zegers,Transamerica,5,2005
Dustin Hoffman,Comedy|Drama,Luke Newberry,Quartet,6.3,2012
Dwight H. Little,Horror|Thriller,Donald Pleasence,Halloween 4: The Return of Michael Myers,5.9,1988
Dwight H. Little,Action|Adventure|Horror|Thriller,Nicholas Gonzalez,Anacondas: The Hunt for the Blood Orchid,6.9,2004
Dylan Bank,Horror,Seregon O'Dassey,Bleeding Hearts,5.1,2015
E. Elias Merhige,Drama|Horror,Eddie Izzard,Shadow of the Vampire,6.1,2000
E. Elias Merhige,Crime|Drama|Mystery|Thriller,Harry Lennix,Suspect Zero,6.9,2004
E.L. Katz,Comedy|Crime|Drama|Horror|Thriller,Brighton Sharbino,Cheap Thrills,3.3,2013
Ed Decter,Comedy,Zooey Deschanel,The New Guy,6.4,2002
Ed Gass-Donnelly,Drama|Horror|Thriller,Muse Watson,The Last Exorcism Part II,5.7,2013
Ed Harris,Biography|Drama,John Heard,Pollock,5.9,2000
Ed Harris,Crime|Drama|Western,Viggo Mortensen,Appaloosa,6.7,2008
Eddie O'Flaherty,Drama|Sport,Don Wallace,Fighting Tommy Riley,4.1,2004
Edgar Wright,Comedy|Horror,Peter Serafinowicz,Shaun of the Dead,5.9,2004
Edgar Wright,Action|Comedy|Mystery,Bill Bailey,Hot Fuzz,6.6,2007
Edgar Wright,Action|Comedy|Sci-Fi,Michael Smiley,The World's End,6.7,2013
Edgar Wright,Action|Comedy|Fantasy|Romance,Anna Kendrick,Scott Pilgrim vs. the World,7.9,2010
Edward Burns,Comedy|Drama,Kerry Bish,Newlyweds,1.7,2011
Edward Burns,Comedy|Drama|Romance,Shari Albert,The Brothers McMullen,3.1,1995
Edward Burns,Comedy|Drama|Romance,John Mahoney,She's the One,5.6,1996
Edward Burns,Comedy|Drama|Romance,Debra Messing,Purple Violets,5.7,2007
Edward Dmytryk,Western,Brigitte Bardot,Shalako,5.1,1968
Edward Hall,Drama|Romance,Rufus Sewell,Restless,6.1,2012
Edward Norton,Comedy|Drama|Romance,Lisa Edelstein,Keeping the Faith,7,2000
Edward Zwick,Drama|History|War,Denzel Washington,Glory,6.6,1989
Edward Zwick,Comedy|Drama|Romance,Jake Gyllenhaal,Love & Other Drugs,7,2010
Edward Zwick,Drama|History|War,Denzel Washington,Glory,7,1989
Edward Zwick,Drama|Romance|War|Western,Anthony Hopkins,Legends of the Fall,7.1,1994
Edward Zwick,Action|Drama|Mystery|Thriller|War,Denzel Washington,Courage Under Fire,7.4,1996
Edward Zwick,Action|Thriller,Denzel Washington,The Siege,7.7,1998
Edward Zwick,Adventure|Drama|Thriller,Leonardo DiCaprio,Blood Diamond,8.1,2006
Edward Zwick,Action|Drama|History|War,Tom Cruise,The Last Samurai,8.4,2003
Efram Potelle,Comedy|Drama|Romance,Shiri Appleby,The Battle of Shaker Heights,4.9,2003
Ekachai Uekrongtham,Action|Crime|Thriller,Michael Jai White,Skin Trade,6.1,2014
Elaine May,Action|Adventure|Comedy|Music|Thriller,Carol Kane,Ishtar,7.2,1987
Eldar Rapaport,Drama|Romance,Murray Bartlett,August,5.6,2011
Eli Craig,Comedy|Horror,Katrina Bowden,Tucker and Dale vs Evil,5.8,2010
Eli Roth,Adventure|Horror,Daryl Sabara,The Green Inferno,5,2013
Eli Roth,Horror,Jay Hernandez,Hostel,5.8,2005
Eli Roth,Horror,Jay Hernandez,Hostel: Part II,6.1,2007
Elia Kazan,Crime|Drama|Romance,Marlon Brando,On the Waterfront,4.8,1954
Elia Kazan,Drama,Marlon Brando,A Streetcar Named Desire,5.3,1951
Elia Kazan,Drama|Romance,Dean Stockwell,Gentleman's Agreement,5.4,1947
Elizabeth Allen Rosenbaum,Comedy|Family|Fantasy|Romance,Tammin Sursok,Aquamarine,6.3,2006
Elizabeth Allen Rosenbaum,Adventure|Comedy|Family|Fantasy,Sierra McCormick,Ramona and Beezus,6.5,2010
Elizabeth Banks,Comedy,Hugh Jackman,Movie 43,6.2,2013
Elizabeth Banks,Comedy|Music,Anna Kendrick,Pitch Perfect 2,7,2015
Ellory Elkayem,Action|Comedy|Horror,Scarlett Johansson,Eight Legged Freaks,7,2002
Emile Ardolino,Family|Fantasy|Music,Darci Kistler,The Nutcracker,6.6,1993
mile Gaudreault,Comedy|Drama,Paul Sorvino,Mambo Italiano,5.9,2003
Emilio Estevez,Drama|History,Anthony Hopkins,Bobby,6.4,2006
Emily Dell,Drama|Music|Romance,Aimee Garcia,B-Girl,4.6,2009
Emily Young,Drama|Romance,Sarah Michelle Gellar,Veronika Decides to Die,6.1,2009
Emma-Kate Croghan,Comedy|Romance,Radha Mitchell,Love and Other Catastrophes,4.1,1996
Enrique Begne,Action|Comedy,Kevin Pollak,Compadres,5.5,2016
Eric Blakeney,Comedy|Crime|Romance,Liam Neeson,Gun Shy,6.2,2000
Eric Bress,Sci-Fi|Thriller,Logan Lerman,The Butterfly Effect,6.4,2004
Eric Brevig,Action|Adventure|Family|Fantasy|Sci-Fi,Josh Hutcherson,Journey to the Center of the Earth,7.3,2008
Eric Brevig,Adventure|Animation|Comedy|Family,Justin Timberlake,Yogi Bear,7.8,2010
Eric Bross,Crime|Drama|Thriller,Teri Polo,We Have Your Husband,5.8,2011
Eric Bross,Comedy|Family|Romance,Jerry Stiller,On the Line,6.2,2001
Eric Bugbee,Action|Drama|Sport,Joel Moody,Heroes of Dirt,3.5,2015
Eric Darnell,Adventure|Animation|Comedy|Family,Sylvester Stallone,Antz,7.6,1998
Eric Darnell,Adventure|Animation|Comedy|Family,Jada Pinkett Smith,Madagascar,7.8,2005
Eric Darnell,Adventure|Animation|Comedy|Family,Benedict Cumberbatch,Penguins of Madagascar,8.3,2014
Eric Darnell,Adventure|Animation|Comedy|Family,Jada Pinkett Smith,Madagascar 3: Europe's Most Wanted,8.4,2012
Eric Darnell,Action|Adventure|Animation|Comedy|Family,Bernie Mac,Madagascar: Escape 2 Africa,8.5,2008
Eric Eason,Drama|Family,Franky G,Manito,2.7,2002
Eric England,Drama|Horror|Mystery|Thriller,Jack E. Curenton,Roadside,4.3,2013
Eric Lartigau,Comedy|Drama|Music,Karin Viard,La Famille Blier,6.3,2014
Eric Lavaine,Comedy,Lambert Wilson,Barbecue,6.1,2014
Eric Leighton,Adventure|Animation|Family|Thriller,Alfre Woodard,Dinosaur,8.3,2000
Eric Mendelsohn,Drama,Embeth Davidtz,3 Backyards,4.2,2010
Eric Nicholas,Crime|Drama|Thriller,Jordana Spiro,Alone with Her,4.9,2006
Eric Schaeffer,Comedy|Romance,Peter Dinklage,Never Again,4.5,2001
Eric Styles,Drama|Romance,Samantha Morton,Dreaming of Joseph Lees,5.6,1999
ric Tessier,Action|Drama|Horror|Thriller,Patrick Huard,Sur le seuil,5.4,2003
Eric Valette,Horror|Sci-Fi|Thriller,Melanie Papalia,Super Hybrid,3.8,2010
Eric Valette,Horror|Mystery,Johnny Lewis,One Missed Call,6.7,2008
Ericson Core,Action|Crime|Sport|Thriller,Ray Winstone,Point Break,6.8,2015
Ericson Core,Action|Crime|Sport|Thriller,Ray Winstone,Point Break,8,2015
Erik Canuel,Action|Comedy|Crime|Thriller,Colm Feore,Bon Cop Bad Cop,6.1,2006
Erik White,Comedy,Brandon T. Jackson,Lottery Ticket,6.6,2010
Ernest R. Dickerson,Action|Fantasy|Horror|Thriller,CCH Pounder,Tales from the Crypt: Demon Knight,6.3,1995
Ernie Barbarash,Action|Adventure,Michael Jai White,Falcon Rising,5.7,2014
Ernie Barbarash,Action|Thriller,Darren Shahlavi,Pound of Flesh,6.1,2015
Errol Morris,Crime|Documentary|War,Jeffrey Frost,Standard Operating Procedure,5.8,2008
Etan Cohen,Comedy|Crime,Will Ferrell,Get Hard,7.3,2015
Ethan Coen,Comedy|Drama,Michael Stuhlbarg,A Serious Man,6,2009
Ethan Coen,Drama|Music,Justin Timberlake,Inside Llewyn Davis,6.3,2013
Ethan Coen,Comedy|Mystery,Scarlett Johansson,"""Hail",6.8,22000000
Ethan Coen,Crime|Drama|Thriller,Kelly Macdonald,No Country for Old Men,6.9,2007
Ethan Coen,Adventure|Drama|Western,Matt Damon,True Grit,7.2,2010
Ethan Coen,Comedy|Crime|Thriller,J.K. Simmons,The Ladykillers,7.2,2004
Ethan Coen,Comedy|Drama,J.K. Simmons,Burn After Reading,7.2,2008
Ethan Maniquis,Action|Crime|Thriller,Robert De Niro,Machete,6.4,2010
tienne Faure,Drama|Musical|Romance,Rumi Missabu,Bizarre,4.1,2015
Eugne Louri,Adventure|Horror|Sci-Fi,Kenneth Tobey,"""The Beast from 20",3.9,210000
Eugenio Derbez,Comedy|Drama,Eugenio Derbez,Instructions Not Included,5.9,2013
Evan Goldberg,Comedy|Fantasy,Channing Tatum,This Is the End,7.1,2013
Evan Goldberg,Comedy,James Franco,The Interview,7.3,2014
Eytan Fox,Comedy|Drama|Romance,Ohad Knoller,The Bubble,5.2,2006
F. Gary Gray,Comedy|Drama,Nia Long,Friday,5.6,1995
F. Gary Gray,Action|Crime|Drama|Romance|Thriller,Vivica A. Fox,Set It Off,6.2,1996
F. Gary Gray,Biography|Crime|Drama|History|Music,Aldis Hodge,Straight Outta Compton,7,2015
F. Gary Gray,Action|Crime|Drama|Thriller,Vin Diesel,A Man Apart,7.2,2003
F. Gary Gray,Action|Crime|Drama|Mystery|Thriller,Kevin Spacey,The Negotiator,7.4,1998
F. Gary Gray,Crime|Drama|Thriller,Gerard Butler,Law Abiding Citizen,7.5,2009
F. Gary Gray,Action|Crime|Thriller,Jason Statham,The Italian Job,7.6,2003
F. Gary Gray,Comedy|Crime|Music,Dwayne Johnson,Be Cool,7.8,2005
Fabin Bielinsky,Crime|Drama|Thriller,Ricardo Darn,Nine Queens,5.2,2000
Fatih Akin,Comedy|Drama,Udo Kier,Soul Kitchen,5.8,2009
Fede Alvarez,Horror,Lou Taylor Pucci,Evil Dead,6.6,2013
Fedor Bondarchuk,Action|Adventure|Sci-Fi,Yuliya Snigir,Obitaemyy ostrov,7.2,2009
Fenton Bailey,Biography|Documentary|History,Hugh M. Hefner,Inside Deep Throat,5.3,2005
Fenton Bailey,Biography|Crime|Drama|Thriller,Macaulay Culkin,Party Monster,5.8,2003
Fernando Baez Mella,Crime|Drama,Manny Perez,The King of Najayo,4.4,2012
Fernando Len de Aranoa,Comedy|Drama,Luis Tosar,Mondays in the Sun,5.7,2002
Fernando Meirelles,Crime|Drama,Alice Braga,City of God,5.6,2002
Fernando Meirelles,Drama|Mystery|Sci-Fi|Thriller,Don McKellar,Blindness,6.8,2008
Fernando Meirelles,Drama|Mystery|Romance|Thriller,Archie Panjabi,The Constant Gardener,6.9,2005
Feroz Abbas Khan,Biography|Drama|History,Akshaye Khanna,"""Gandhi",5.8,
Ferzan Ozpetek,Comedy|Drama|Romance,Riccardo Scamarcio,Loose Cannons,6.2,2010
Fina Torres,Comedy|Fantasy|Romance,Harold Perrineau,Woman on Top,6.1,2000
Finn Taylor,Comedy|Drama,David Arquette,Dream with the Fishes,4.9,1997
Florence Ayisi,Documentary,Vera Ngassa,Sisters in Law,4.2,2005
Florent-Emilio Siri,Action|Crime|Drama|Mystery|Thriller,Jimmy Bennett,Hostage,7.8,2005
Floria Sigismondi,Biography|Drama|Music,Kristen Stewart,The Runaways,6.2,2010
Florian Henckel von Donnersmarck,Drama|Thriller,Sebastian Koch,The Lives of Others,5.4,2006
Florian Henckel von Donnersmarck,Action|Romance|Thriller,Johnny Depp,The Tourist,6.2,2010
Florian Henckel von Donnersmarck,Action|Romance|Thriller,Johnny Depp,The Tourist,8.1,2010
Floyd Mutrux,Comedy|Drama,Ricky Schroder,There Goes My Baby,6.3,1994
Forest Whitaker,Drama|Romance,Bill Cobbs,Hope Floats,7,1998
Francesca Gregorini,Drama,Tom Everett Scott,Tanner Hall,5.5,2009
Francis Ford Coppola,Drama|Mystery|Thriller,Harrison Ford,The Conversation,5.2,1974
Francis Ford Coppola,Comedy|Fantasy|Horror|Mystery,Alden Ehrenreich,Twixt,6,2011
Francis Ford Coppola,Crime|Drama,Al Pacino,The Godfather,6.1,1972
Francis Ford Coppola,Crime|Drama,Tom Cruise,The Outsiders,6.2,1983
Francis Ford Coppola,Crime|Drama,Robert De Niro,The Godfather: Part II,6.4,1974
Francis Ford Coppola,Comedy|Drama|Fantasy|Romance,Nicolas Cage,Peggy Sue Got Married,6.6,1986
Francis Ford Coppola,Drama|War,Harrison Ford,Apocalypse Now,7.1,1979
Francis Ford Coppola,Crime|Drama|Thriller,Matt Damon,The Rainmaker,7.3,1997
Francis Ford Coppola,Fantasy|Horror|Romance,Keanu Reeves,Bram Stoker's Dracula,7.3,1992
Francis Ford Coppola,Crime|Drama|Music,Nicolas Cage,The Cotton Club,7.4,1984
Francis Ford Coppola,Crime|Drama,Al Pacino,The Godfather: Part III,7.5,1990
Francis Lawrence,Drama|Romance,Robert Pattinson,Water for Elephants,7.2,2011
Francis Lawrence,Adventure|Sci-Fi|Thriller,Jennifer Lawrence,The Hunger Games: Mockingjay - Part 1,8.2,2014
Francis Lawrence,Adventure|Sci-Fi|Thriller,Jennifer Lawrence,The Hunger Games: Catching Fire,8.3,2013
Francis Lawrence,Drama|Horror|Sci-Fi,Will Smith,I Am Legend,8.5,2007
Francis Lawrence,Adventure|Sci-Fi,Jennifer Lawrence,The Hunger Games: Mockingjay - Part 2,8.6,2015
Franck Khalfoun,Horror|Thriller,America Olivo,Maniac,4.3,2012
Franco Zeffirelli,Comedy|Drama|War,Lily Tomlin,Tea with Mussolini,6.4,1999
Franois Girard,Drama|Music|Mystery|Romance,Johannes Silberschneider,The Red Violin,6.2,1998
Franois Ozon,Comedy|Crime|Musical|Romance,Catherine Deneuve,8 Women,6.1,2002
Franois Ozon,Crime|Drama|Mystery|Thriller,Charlotte Rampling,Swimming Pool,6.1,2003
Franois Truffaut,Crime|Drama|Romance,Catherine Deneuve,Mississippi Mermaid,5.2,1969
Frank Borzage,Drama|Romance|War,Gary Cooper,A Farewell to Arms,5.8,1932
Frank Capra,Comedy|Romance,Claudette Colbert,It Happened One Night,4.2,1934
Frank Capra,Comedy|Drama,Claude Rains,Mr. Smith Goes to Washington,5.2,1939
Frank Capra,Comedy|Drama|Romance,Jean Arthur,You Can't Take It with You,5.2,1938
Frank Capra,Comedy|Drama,Ann-Margret,Pocketful of Miracles,5.5,1961
Frank Capra,Drama|Family|Fantasy|Romance,Donna Reed,It's a Wonderful Life,5.6,1946
Frank Coraci,Action|Adventure|Comedy,Jim Broadbent,Around the World in 80 Days,6,2004
Frank Coraci,Comedy|Sport,Adam Sandler,The Waterboy,6.8,1998
Frank Coraci,Action|Comedy|Sport,Salma Hayek,Here Comes the Boom,7.3,2012
Frank Coraci,Comedy|Romance,Bella Thorne,Blended,7.3,2014
Frank Coraci,Comedy|Western,Taylor Lautner,The Ridiculous 6,7.5,2015
Frank Coraci,Comedy|Family|Romance,Rosario Dawson,Zookeeper,7.8,2011
Frank Coraci,Comedy|Drama|Fantasy|Romance,Adam Sandler,Click,7.9,2006
Frank Coraci,Action|Adventure|Comedy,Jim Broadbent,Around the World in 80 Days,8.1,2004
Frank Darabont,Horror,Toby Jones,The Mist,6.4,2007
Frank Darabont,Crime|Drama,Morgan Freeman,The Shawshank Redemption,6.9,1994
Frank Darabont,Crime|Drama|Fantasy|Mystery,Tom Hanks,The Green Mile,7.6,1999
Frank Darabont,Drama|Romance,Martin Landau,The Majestic,7.7,2001
Frank LaLoggia,Fantasy|Horror|Mystery|Thriller,Alex Rocco,Lady in White,5.8,1988
Frank Lotito,Comedy|Drama|Family,Brighton Sharbino,Growing Up Smith,5.2,2015
Frank Marshall,Adventure|Biography|Drama|Thriller,Illeana Douglas,Alive,7.1,1993
Frank Marshall,Comedy|Fantasy|Horror|Thriller,Julian Sands,Arachnophobia,7.1,1990
Frank Marshall,Adventure|Drama|Family,Paul Walker,Eight Below,7.3,2006
Frank Marshall,Action|Adventure|Mystery|Sci-Fi,Dylan Walsh,Congo,7.4,1995
Frank Miller,Crime|Thriller,Rosario Dawson,Sin City,7.3,2005
Frank Miller,Action|Crime|Fantasy|Thriller,Scarlett Johansson,The Spirit,7.5,2008
Frank Miller,Action|Crime|Thriller,Joseph Gordon-Levitt,Sin City: A Dame to Kill For,7.6,2014
Frank Nissen,Animation|Family|Fantasy|Mystery,Kath Soucie,Pooh's Heffalump Movie,6.7,2005
Frank Oz,Comedy,Peter Dinklage,Death at a Funeral,6.7,2007
Frank Oz,Comedy,Peter Dinklage,Death at a Funeral,6.8,2007
